a accidentIndex
b sexOfDriver
c ageOfDriver
d ageOfVehicle
e accidentSeverity
f speedLimit
g didPoliceOfficerAttendSceneOfAccident

a             b   c    d    e   f    g
201501EO40759 1.0 -1.0 5.0 3.0 30.0 2.0
201501EO40760 2.0 53.0 23.0 2.0 30.0 1.0
201501EO40761 1.0 64.0 2.0 3.0 20.0 1.0
201501EO40761 1.0 37.0 -1.0 3.0 20.0 1.0
201501EO40763 1.0 52.0 1.0 3.0 30.0 1.0
201501EO40763 3.0 -1.0 -1.0 3.0 30.0 1.0
201501EO40763 3.0 -1.0 -1.0 3.0 30.0 1.0
201501EO40764 1.0 34.0 6.0 3.0 30.0 1.0
201501EO40765 2.0 43.0 12.0 3.0 30.0 1.0
201501EO40765 1.0 23.0 -1.0 3.0 30.0 1.0
201501EO40766 1.0 31.0 -1.0 3.0 20.0 1.0
201501EO40766 1.0 33.0 7.0 3.0 20.0 1.0
201501EO40767 1.0 50.0 -1.0 3.0 20.0 1.0
201501EO40767 1.0 42.0 4.0 3.0 20.0 1.0
201501EO40767 1.0 42.0 4.0 3.0 20.0 1.0
201501EO40769 3.0 -1.0 9.0 3.0 30.0 1.0
201501EO40771 1.0 48.0 5.0 3.0 30.0 1.0
201501EO40772 1.0 42.0 3.0 3.0 30.0 1.0
201501EO40775 1.0 50.0 1.0 3.0 20.0 1.0
201501EO40775 1.0 45.0 -1.0 3.0 20.0 1.0
201501EO40776 3.0 -1.0 -1.0 3.0 30.0 2.0
201501EO40776 1.0 25.0 -1.0 3.0 30.0 2.0
201501EO40777 1.0 36.0 17.0 3.0 20.0 1.0
201501EO40779 1.0 27.0 -1.0 2.0 20.0 1.0
201501EO40779 1.0 27.0 -1.0 2.0 20.0 1.0
201501EO40780 1.0 38.0 6.0 3.0 30.0 1.0
201501EO40780 2.0 20.0 12.0 3.0 30.0 1.0
201501EO40781 2.0 40.0 9.0 3.0 30.0 1.0
201501EO40781 2.0 62.0 1.0 3.0 30.0 1.0
201501EO40782 1.0 35.0 5.0 3.0 30.0 1.0
201501EO40782 1.0 61.0 15.0 3.0 30.0 1.0
201501EO40784 1.0 40.0 2.0 3.0 30.0 1.0
201501EO40785 1.0 30.0 -1.0 3.0 30.0 1.0
201501EO40785 1.0 48.0 1.0 3.0 30.0 1.0
201501EO40786 1.0 37.0 6.0 3.0 20.0 1.0
201501EO40787 1.0 33.0 4.0 3.0 20.0 1.0
201501EO40787 1.0 18.0 5.0 3.0 20.0 1.0
201501EO40788 2.0 49.0 4.0 3.0 30.0 1.0
201501EO40788 2.0 35.0 -1.0 3.0 30.0 1.0
201501EO40789 1.0 34.0 5.0 3.0 20.0 1.0
201501EO40789 1.0 19.0 6.0 3.0 20.0 1.0
201501EO40790 1.0 21.0 1.0 3.0 20.0 1.0
201501EO40790 3.0 -1.0 13.0 3.0 20.0 1.0
201501EO40791 1.0 -1.0 -1.0 3.0 30.0 1.0
201501EO40791 1.0 20.0 -1.0 3.0 30.0 1.0
201501EO40793 1.0 57.0 4.0 3.0 30.0 1.0
201501EO40794 1.0 51.0 5.0 3.0 30.0 1.0
201501EO40794 1.0 45.0 12.0 3.0 30.0 1.0
201501EO40796 2.0 21.0 -1.0 3.0 30.0 1.0
201501EO40796 1.0 -1.0 -1.0 3.0 30.0 1.0
201501EO40797 2.0 31.0 -1.0 3.0 20.0 1.0
201501EO40797 3.0 -1.0 3.0 3.0 20.0 1.0
201501EO40798 3.0 -1.0 -1.0 2.0 30.0 2.0
201501EO40799 2.0 51.0 -1.0 3.0 20.0 2.0
201501EO40799 1.0 -1.0 8.0 3.0 20.0 2.0
201501EO40800 1.0 22.0 -1.0 3.0 30.0 2.0
201501EO40800 3.0 -1.0 3.0 3.0 30.0 2.0
201501EO40801 1.0 19.0 5.0 2.0 20.0 1.0
201501EO40802 1.0 42.0 7.0 3.0 30.0 1.0
201501EO40802 1.0 31.0 1.0 3.0 30.0 1.0
201501EO40803 1.0 38.0 -1.0 2.0 30.0 1.0
201501EO40804 1.0 44.0 1.0 3.0 20.0 1.0
201501EO40805 1.0 -1.0 -1.0 2.0 30.0 1.0
201501EO40805 1.0 45.0 15.0 2.0 30.0 1.0
201501EO40806 1.0 31.0 -1.0 2.0 20.0 1.0
201501EO40807 1.0 44.0 15.0 3.0 20.0 1.0
201501EO40807 1.0 49.0 -1.0 3.0 20.0 1.0
201501EO40809 1.0 42.0 -1.0 3.0 20.0 2.0
201501EO40809 1.0 -1.0 11.0 3.0 20.0 2.0
201501EO40810 1.0 27.0 -1.0 3.0 20.0 2.0
201501EO40810 1.0 -1.0 6.0 3.0 20.0 2.0
201501EO40811 1.0 33.0 -1.0 3.0 30.0 2.0
201501EO40811 2.0 -1.0 9.0 3.0 30.0 2.0
201501EO40812 2.0 68.0 10.0 3.0 20.0 1.0
201501EO40812 2.0 42.0 1.0 3.0 20.0 1.0
201501EO40813 1.0 23.0 -1.0 3.0 30.0 1.0
201501EO40813 1.0 -1.0 4.0 3.0 30.0 1.0
201501EO40814 1.0 29.0 -1.0 2.0 30.0 2.0
201501EO40814 1.0 29.0 -1.0 2.0 30.0 2.0
201501EO40815 1.0 28.0 4.0 2.0 20.0 1.0
201501EO40815 1.0 20.0 -1.0 2.0 20.0 1.0
201501EO40816 1.0 25.0 4.0 3.0 20.0 1.0
201501EO40816 1.0 49.0 8.0 3.0 20.0 1.0
201501EO40817 2.0 26.0 -1.0 3.0 30.0 2.0
201501EO40817 1.0 -1.0 6.0 3.0 30.0 2.0
201501EO40818 1.0 25.0 9.0 3.0 20.0 1.0
201501EO40818 1.0 56.0 1.0 3.0 20.0 1.0
201501EO40819 2.0 -1.0 -1.0 3.0 20.0 1.0
201501EO40820 1.0 27.0 -1.0 2.0 30.0 2.0
201501EO40820 1.0 -1.0 10.0 2.0 30.0 2.0
201501EO40821 1.0 -1.0 -1.0 3.0 30.0 1.0
201501EO40822 2.0 36.0 11.0 3.0 30.0 2.0
201501EO40822 1.0 -1.0 5.0 3.0 30.0 2.0
201501EO40823 1.0 46.0 -1.0 3.0 30.0 1.0
201501EO40823 1.0 27.0 -1.0 3.0 30.0 1.0
201501EO40826 1.0 42.0 -1.0 3.0 20.0 1.0
201501EO40826 1.0 30.0 -1.0 3.0 20.0 1.0
201501EO40827 1.0 23.0 -1.0 3.0 20.0 1.0
201501EO40827 1.0 -1.0 -1.0 3.0 20.0 1.0
201501EO40828 1.0 50.0 13.0 3.0 30.0 1.0
201501EO40828 2.0 42.0 -1.0 3.0 30.0 1.0
201501EO40829 1.0 53.0 2.0 3.0 20.0 1.0
201501EO40829 1.0 39.0 -1.0 3.0 20.0 1.0
201501EO40830 1.0 40.0 2.0 2.0 30.0 1.0
201501EO40830 1.0 40.0 2.0 2.0 30.0 1.0
201501EO40831 1.0 41.0 1.0 3.0 30.0 1.0
201501EO40832 2.0 32.0 12.0 3.0 30.0 1.0
201501EO40832 1.0 31.0 -1.0 3.0 30.0 1.0
201501EO40833 1.0 41.0 2.0 3.0 30.0 1.0
201501EO40833 1.0 30.0 -1.0 3.0 30.0 1.0
201501EO40834 1.0 15.0 -1.0 3.0 30.0 1.0
201501EO40834 1.0 31.0 10.0 3.0 30.0 1.0
201501EO40835 2.0 30.0 9.0 3.0 20.0 1.0
201501EO40835 1.0 26.0 10.0 3.0 20.0 1.0
201501EO40836 1.0 29.0 17.0 3.0 30.0 1.0
201501EO40836 1.0 36.0 -1.0 3.0 30.0 1.0
201501EO40837 1.0 53.0 -1.0 2.0 30.0 2.0
201501EO40837 1.0 -1.0 -1.0 2.0 30.0 2.0
201501EO40838 1.0 52.0 6.0 3.0 20.0 1.0
201501EO40839 1.0 29.0 4.0 3.0 30.0 1.0
201501EO40839 1.0 38.0 5.0 3.0 30.0 1.0
201501EO40840 1.0 34.0 13.0 3.0 30.0 1.0
201501EO40841 2.0 33.0 -1.0 3.0 30.0 1.0
201501EO40841 1.0 -1.0 15.0 3.0 30.0 1.0
201501EO40842 1.0 52.0 8.0 3.0 20.0 1.0
201501EO40843 2.0 25.0 13.0 3.0 20.0 1.0
201501EO40843 3.0 -1.0 -1.0 3.0 20.0 1.0
201501EO40844 1.0 31.0 9.0 3.0 20.0 1.0
201501EO40844 2.0 22.0 -1.0 3.0 20.0 1.0
201501EO40845 2.0 21.0 3.0 2.0 20.0 1.0
201501EO40846 1.0 32.0 -1.0 3.0 30.0 1.0
201501EO40847 1.0 22.0 4.0 3.0 20.0 1.0
201501EO40847 1.0 28.0 2.0 3.0 20.0 1.0
201501EO40848 1.0 33.0 -1.0 3.0 30.0 1.0
201501EO40848 1.0 46.0 1.0 3.0 30.0 1.0
201501EO40849 2.0 51.0 13.0 3.0 20.0 1.0
201501EO40849 1.0 27.0 4.0 3.0 20.0 1.0
201501EO40850 1.0 28.0 -1.0 3.0 30.0 1.0
201501EO40850 1.0 24.0 8.0 3.0 30.0 1.0
201501EO40850 1.0 24.0 8.0 3.0 30.0 1.0
201501EO40851 1.0 61.0 6.0 3.0 20.0 1.0
201501EO40851 2.0 27.0 -1.0 3.0 20.0 1.0
201501EO40852 1.0 56.0 8.0 3.0 20.0 1.0
201501EO40852 1.0 27.0 -1.0 3.0 20.0 1.0
201501EO40853 1.0 -1.0 -1.0 2.0 30.0 2.0
201501EO40855 1.0 62.0 -1.0 3.0 30.0 1.0
201501EO40857 1.0 32.0 -1.0 2.0 20.0 1.0
201501EO40858 1.0 46.0 3.0 3.0 20.0 1.0
201501EO40858 1.0 46.0 3.0 3.0 20.0 1.0
201501EO40859 1.0 46.0 3.0 3.0 30.0 1.0
201501EO40859 1.0 46.0 8.0 3.0 30.0 1.0
201501EO40860 1.0 -1.0 7.0 3.0 30.0 2.0
201501EO40861 1.0 53.0 4.0 3.0 30.0 1.0
201501EO40861 2.0 36.0 -1.0 3.0 30.0 1.0
201501EO40862 1.0 26.0 -1.0 3.0 30.0 2.0
201501EO40862 1.0 -1.0 8.0 3.0 30.0 2.0
201501EO40863 3.0 -1.0 -1.0 3.0 30.0 2.0
201501EO40864 2.0 47.0 -1.0 2.0 20.0 1.0
201501EO40864 1.0 35.0 4.0 2.0 20.0 1.0
201501EO40865 1.0 31.0 -1.0 3.0 20.0 1.0
201501EO40865 2.0 61.0 8.0 3.0 20.0 1.0
201501EO40866 2.0 41.0 8.0 3.0 20.0 1.0
201501EO40867 1.0 52.0 3.0 3.0 30.0 1.0
201501EO40867 1.0 37.0 6.0 3.0 30.0 1.0
201501EO40869 1.0 31.0 14.0 3.0 20.0 2.0
201501EO40869 1.0 31.0 14.0 3.0 20.0 2.0
201501EO40869 1.0 -1.0 -1.0 3.0 20.0 2.0
201501EO40870 2.0 51.0 13.0 2.0 30.0 2.0
201501EO40870 1.0 -1.0 -1.0 2.0 30.0 2.0
201501EO40871 1.0 54.0 -1.0 3.0 20.0 2.0
201501EO40871 1.0 -1.0 -1.0 3.0 20.0 2.0
201501EO40873 1.0 32.0 5.0 3.0 20.0 1.0
201501EO40873 1.0 57.0 -1.0 3.0 20.0 1.0
201501EO40873 1.0 -1.0 -1.0 3.0 20.0 1.0
201501EO40873 1.0 54.0 -1.0 3.0 20.0 1.0
201501EO40873 1.0 23.0 9.0 3.0 20.0 1.0
201501EO40873 1.0 38.0 -1.0 3.0 20.0 1.0
201501EO40874 1.0 48.0 5.0 3.0 20.0 1.0
201501EO40874 1.0 48.0 5.0 3.0 20.0 1.0
201501EO40874 2.0 36.0 11.0 3.0 20.0 1.0
201501EO40875 1.0 27.0 2.0 3.0 30.0 1.0
201501EO40875 1.0 26.0 -1.0 3.0 30.0 1.0
201501EO40876 2.0 48.0 10.0 3.0 30.0 1.0
201501EO40876 1.0 49.0 -1.0 3.0 30.0 1.0
201501EO40877 2.0 64.0 1.0 3.0 20.0 1.0
201501EO40878 1.0 54.0 9.0 3.0 30.0 1.0
201501EO40878 1.0 54.0 7.0 3.0 30.0 1.0
201501EO40879 1.0 32.0 3.0 3.0 30.0 1.0
201501EO40879 1.0 36.0 -1.0 3.0 30.0 1.0
201501EO40880 2.0 57.0 14.0 3.0 30.0 1.0
201501EO40880 2.0 24.0 -1.0 3.0 30.0 1.0
201501EO40881 1.0 20.0 -1.0 3.0 30.0 1.0
201501EO40883 1.0 33.0 1.0 2.0 30.0 1.0
201501EO40883 1.0 33.0 1.0 2.0 30.0 1.0
201501EO40884 1.0 67.0 2.0 3.0 20.0 1.0
201501EO40884 1.0 21.0 -1.0 3.0 20.0 1.0
201501EO40886 1.0 63.0 -1.0 3.0 20.0 1.0
201501EO40886 2.0 53.0 17.0 3.0 20.0 1.0
201501EO40887 1.0 26.0 11.0 3.0 20.0 1.0
201501EO40887 1.0 26.0 11.0 3.0 20.0 1.0
201501EO40887 1.0 -1.0 11.0 3.0 20.0 1.0
201501EO40888 2.0 50.0 3.0 3.0 20.0 1.0
201501EO40889 3.0 -1.0 -1.0 3.0 30.0 1.0
201501EO40892 2.0 50.0 2.0 3.0 30.0 1.0
201501EO40893 1.0 -1.0 3.0 3.0 30.0 2.0
201501EO40894 1.0 -1.0 -1.0 3.0 30.0 1.0
201501EO40894 1.0 -1.0 -1.0 3.0 30.0 1.0
201501EO40895 1.0 38.0 -1.0 3.0 30.0 1.0
201501EO40895 1.0 25.0 -1.0 3.0 30.0 1.0
201501EO40896 1.0 85.0 8.0 3.0 20.0 1.0
201501EO40896 1.0 53.0 1.0 3.0 20.0 1.0
201501EO40896 1.0 37.0 -1.0 3.0 20.0 1.0
201501EO40896 1.0 37.0 -1.0 3.0 20.0 1.0
201501EO40896 1.0 37.0 -1.0 3.0 20.0 1.0
201501EO40897 1.0 52.0 -1.0 3.0 30.0 1.0
201501EO40898 1.0 56.0 2.0 2.0 20.0 1.0
201501EO40898 2.0 37.0 -1.0 2.0 20.0 1.0
201501EO40899 1.0 30.0 -1.0 2.0 20.0 1.0
201501EO40899 2.0 44.0 -1.0 2.0 20.0 1.0
201501EO40900 1.0 29.0 9.0 3.0 30.0 1.0
201501EO40900 1.0 71.0 6.0 3.0 30.0 1.0
201501EO40901 3.0 -1.0 1.0 3.0 30.0 2.0
201501EO40902 1.0 55.0 2.0 3.0 20.0 1.0
201501EO40902 2.0 23.0 -1.0 3.0 20.0 1.0
201501EO40904 1.0 30.0 -1.0 3.0 30.0 1.0
201501EO40904 1.0 65.0 -1.0 3.0 30.0 1.0
201501EO40905 1.0 32.0 1.0 3.0 30.0 1.0
201501EO40906 2.0 76.0 8.0 3.0 30.0 1.0
201501EO40906 1.0 28.0 1.0 3.0 30.0 1.0
201501EO40907 1.0 50.0 -1.0 3.0 20.0 1.0
201501EO40908 1.0 25.0 -1.0 3.0 20.0 1.0
201501EO40909 2.0 23.0 7.0 3.0 20.0 1.0
201501EO40909 1.0 39.0 -1.0 3.0 20.0 1.0
201501EO40912 2.0 28.0 1.0 3.0 30.0 1.0
201501EO40913 1.0 67.0 3.0 3.0 30.0 1.0
201501EO40913 3.0 -1.0 1.0 3.0 30.0 1.0
201501EO40913 3.0 -1.0 16.0 3.0 30.0 1.0
201501EO40913 3.0 -1.0 6.0 3.0 30.0 1.0
201501EO40913 3.0 -1.0 5.0 3.0 30.0 1.0
201501EO40913 3.0 -1.0 1.0 3.0 30.0 1.0
201501EO40914 1.0 18.0 6.0 3.0 20.0 1.0
201501EO40915 1.0 19.0 4.0 3.0 20.0 2.0
201501EO40915 3.0 -1.0 -1.0 3.0 20.0 2.0
201501EO40917 1.0 39.0 -1.0 3.0 20.0 2.0
201501EO40917 1.0 -1.0 14.0 3.0 20.0 2.0
201501EO40918 1.0 40.0 -1.0 2.0 30.0 2.0
201501EO40918 1.0 -1.0 -1.0 2.0 30.0 2.0
201501EO40919 1.0 67.0 7.0 3.0 20.0 1.0
201501EO40919 1.0 31.0 1.0 3.0 20.0 1.0
201501EO40920 1.0 41.0 7.0 2.0 30.0 1.0
201501EO40921 1.0 45.0 7.0 3.0 30.0 1.0
201501EO40921 1.0 47.0 7.0 3.0 30.0 1.0
201501EO40921 1.0 52.0 7.0 3.0 30.0 1.0
201501EO40923 1.0 33.0 4.0 3.0 20.0 1.0
201501EO40923 1.0 42.0 -1.0 3.0 20.0 1.0
201501EO40924 1.0 56.0 5.0 3.0 20.0 1.0
201501EO40924 2.0 49.0 3.0 3.0 20.0 1.0
201501EO40925 1.0 67.0 11.0 3.0 20.0 1.0
201501EO40926 1.0 53.0 -1.0 3.0 20.0 1.0
201501EO40927 2.0 44.0 15.0 3.0 30.0 1.0
201501EO40928 1.0 30.0 2.0 3.0 30.0 1.0
201501EO40928 1.0 -1.0 -1.0 3.0 30.0 1.0
201501EO40929 1.0 69.0 8.0 3.0 20.0 1.0
201501EO40929 2.0 56.0 6.0 3.0 20.0 1.0
201501EO40930 1.0 34.0 5.0 3.0 30.0 1.0
201501EO40932 1.0 47.0 6.0 3.0 20.0 2.0
201501EO40932 1.0 47.0 6.0 3.0 20.0 2.0
201501EO40932 1.0 47.0 6.0 3.0 20.0 2.0
201501EO40932 1.0 -1.0 -1.0 3.0 20.0 2.0
201501EO40933 1.0 47.0 4.0 3.0 40.0 1.0
201501EO40933 1.0 47.0 4.0 3.0 40.0 1.0
201501EO40934 1.0 54.0 -1.0 3.0 20.0 1.0
201501EO40934 1.0 54.0 -1.0 3.0 20.0 1.0
201501EO40939 2.0 43.0 4.0 3.0 20.0 1.0
201501EO40939 1.0 54.0 9.0 3.0 20.0 1.0
201501EO40940 1.0 17.0 5.0 3.0 20.0 1.0
201501EO40940 3.0 -1.0 -1.0 3.0 20.0 1.0
201501EO40941 1.0 74.0 14.0 2.0 20.0 1.0
201501EO40943 1.0 37.0 9.0 3.0 20.0 2.0
201501EO40944 1.0 47.0 2.0 3.0 20.0 1.0
201501EO40945 1.0 32.0 9.0 3.0 20.0 1.0
201501EO40946 2.0 22.0 5.0 3.0 20.0 2.0
201501EO40946 2.0 22.0 5.0 3.0 20.0 2.0
201501EO40946 2.0 -1.0 12.0 3.0 20.0 2.0
201501EO40948 1.0 49.0 7.0 2.0 30.0 1.0
201501EO40948 2.0 25.0 -1.0 2.0 30.0 1.0
201501EO40949 1.0 36.0 2.0 3.0 30.0 1.0
201501EO40949 1.0 41.0 4.0 3.0 30.0 1.0
201501EO40951 1.0 -1.0 -1.0 3.0 30.0 2.0
201501EO40952 1.0 44.0 10.0 3.0 20.0 1.0
201501EO40953 1.0 39.0 5.0 3.0 20.0 1.0
201501EO40954 1.0 -1.0 -1.0 3.0 30.0 2.0
201501EO40955 1.0 28.0 5.0 3.0 30.0 1.0
201501EO40956 2.0 58.0 14.0 3.0 30.0 2.0
201501EO40956 2.0 32.0 -1.0 3.0 30.0 2.0
201501EO40957 1.0 33.0 -1.0 3.0 20.0 1.0
201501EO40957 1.0 49.0 -1.0 3.0 20.0 1.0
201501EO40958 1.0 45.0 8.0 3.0 30.0 1.0
201501EO40958 1.0 23.0 9.0 3.0 30.0 1.0
201501EO40961 1.0 29.0 9.0 3.0 20.0 2.0
201501EO40961 1.0 39.0 -1.0 3.0 20.0 2.0
201501EO40962 2.0 33.0 -1.0 3.0 30.0 1.0
201501EO40962 1.0 43.0 -1.0 3.0 30.0 1.0
201501EO49001 1.0 -1.0 -1.0 2.0 30.0 2.0
201501EO49002 1.0 -1.0 -1.0 3.0 20.0 1.0
201501EO49003 1.0 38.0 3.0 3.0 30.0 1.0
201501EO49003 1.0 47.0 -1.0 3.0 30.0 1.0
201501EO49003 1.0 47.0 -1.0 3.0 30.0 1.0
201501EO49004 2.0 30.0 -1.0 3.0 30.0 1.0
201501EO49004 3.0 -1.0 10.0 3.0 30.0 1.0
201501EO49005 1.0 48.0 5.0 3.0 20.0 1.0
201501EO49006 1.0 37.0 9.0 3.0 20.0 1.0
201501EO49007 1.0 -1.0 12.0 3.0 20.0 1.0
201501EO49007 1.0 45.0 -1.0 3.0 20.0 1.0
201501EO49008 3.0 -1.0 -1.0 3.0 20.0 1.0
201501EO49008 1.0 25.0 -1.0 3.0 20.0 1.0
201501EO49009 2.0 31.0 3.0 3.0 30.0 1.0
201501EO49009 1.0 36.0 -1.0 3.0 30.0 1.0
201501EO49012 3.0 -1.0 -1.0 3.0 20.0 1.0
201501EO49013 1.0 55.0 5.0 2.0 30.0 1.0
201501EO49014 1.0 -1.0 -1.0 3.0 20.0 1.0
201501EO49014 1.0 23.0 -1.0 3.0 20.0 1.0
201501EO49016 1.0 -1.0 -1.0 3.0 30.0 2.0
201501EO49019 1.0 50.0 1.0 3.0 30.0 1.0
201501EO49019 1.0 53.0 7.0 3.0 30.0 1.0
201501EO49020 1.0 19.0 1.0 3.0 30.0 1.0
201501EO49025 1.0 36.0 1.0 3.0 30.0 1.0
201501EO49025 1.0 39.0 -1.0 3.0 30.0 1.0
201501EO49026 1.0 28.0 -1.0 3.0 30.0 1.0
201501EO49027 2.0 49.0 -1.0 3.0 30.0 1.0
201501EO49027 2.0 49.0 -1.0 3.0 30.0 1.0
201501EO49031 1.0 19.0 7.0 3.0 30.0 1.0
201501EO49031 2.0 25.0 9.0 3.0 30.0 1.0
201501EO49041 2.0 28.0 10.0 3.0 30.0 1.0
201501EO49049 1.0 34.0 3.0 3.0 30.0 1.0
201501EO49049 3.0 -1.0 -1.0 3.0 30.0 1.0
201501EO49057 3.0 -1.0 -1.0 3.0 30.0 2.0
201501EO49066 2.0 42.0 12.0 3.0 30.0 1.0
201501EO49066 1.0 24.0 -1.0 3.0 30.0 1.0
201501EO49071 1.0 30.0 3.0 3.0 30.0 1.0
201501EO49071 1.0 27.0 -1.0 3.0 30.0 1.0
201501EO49072 1.0 23.0 9.0 3.0 20.0 1.0
201501EO49072 1.0 23.0 9.0 3.0 20.0 1.0
201501EO49072 1.0 22.0 -1.0 3.0 20.0 1.0
201501EO49074 1.0 50.0 2.0 3.0 30.0 1.0
201501EO49078 1.0 -1.0 8.0 3.0 30.0 1.0
201501EO49078 1.0 31.0 4.0 3.0 30.0 1.0
201501EO49087 1.0 -1.0 -1.0 3.0 30.0 1.0
201501EO49100 1.0 38.0 3.0 3.0 30.0 1.0
201501EO49100 1.0 -1.0 1.0 3.0 30.0 1.0
201501EO49103 1.0 54.0 12.0 2.0 30.0 1.0
201501EO49104 1.0 36.0 -1.0 3.0 30.0 1.0
201501EO49104 1.0 34.0 7.0 3.0 30.0 1.0
201501EO49107 1.0 31.0 -1.0 3.0 30.0 1.0
201501EO49107 1.0 45.0 -1.0 3.0 30.0 1.0
201501EO49119 1.0 48.0 9.0 3.0 30.0 1.0
201501EO49119 1.0 35.0 1.0 3.0 30.0 1.0
201501EO49143 1.0 25.0 -1.0 3.0 30.0 1.0
201501EO49163 1.0 50.0 4.0 3.0 20.0 1.0
201501EO49163 1.0 27.0 12.0 3.0 20.0 1.0
201501EO49163 1.0 27.0 12.0 3.0 20.0 1.0
201501EO49164 1.0 28.0 2.0 3.0 30.0 2.0
201501EO49164 2.0 32.0 -1.0 3.0 30.0 2.0
201501EO49165 1.0 23.0 3.0 2.0 30.0 1.0
201501EO49165 2.0 52.0 -1.0 2.0 30.0 1.0
201501EO49167 3.0 -1.0 4.0 3.0 30.0 2.0
201501EO49188 1.0 24.0 8.0 3.0 30.0 1.0
201501EO49271 1.0 43.0 -1.0 3.0 30.0 1.0
201501FH10002 3.0 -1.0 -1.0 3.0 30.0 1.0
201501FH10005 1.0 30.0 13.0 3.0 30.0 1.0
201501FH10005 1.0 -1.0 -1.0 3.0 30.0 1.0
201501FH10009 1.0 78.0 12.0 3.0 30.0 1.0
201501FH10010 1.0 46.0 10.0 3.0 30.0 1.0
201501FH10010 3.0 -1.0 -1.0 3.0 30.0 1.0
201501FH10013 1.0 60.0 22.0 3.0 30.0 1.0
201501FH10014 1.0 38.0 2.0 3.0 30.0 1.0
201501FH10015 1.0 56.0 16.0 3.0 30.0 1.0
201501FH10017 1.0 34.0 10.0 3.0 30.0 1.0
201501FH10018 2.0 29.0 -1.0 3.0 30.0 1.0
201501FH10018 1.0 -1.0 -1.0 3.0 30.0 1.0
201501FH10019 1.0 -1.0 3.0 3.0 30.0 1.0
201501FH10020 1.0 28.0 -1.0 3.0 30.0 1.0
201501FH10020 1.0 51.0 4.0 3.0 30.0 1.0
201501FH10021 1.0 53.0 7.0 3.0 30.0 1.0
201501FH10021 1.0 52.0 4.0 3.0 30.0 1.0
201501FH10022 1.0 23.0 -1.0 3.0 30.0 1.0
201501FH10022 3.0 -1.0 9.0 3.0 30.0 1.0
201501FH10024 1.0 30.0 4.0 3.0 30.0 1.0
201501FH10024 1.0 25.0 -1.0 3.0 30.0 1.0
201501FH10025 1.0 41.0 21.0 3.0 30.0 1.0
201501FH10026 2.0 48.0 6.0 3.0 30.0 1.0
201501FH10027 1.0 20.0 3.0 3.0 30.0 1.0
201501FH10027 1.0 40.0 9.0 3.0 30.0 1.0
201501FH10028 1.0 29.0 18.0 3.0 30.0 1.0
201501FH10029 2.0 41.0 -1.0 3.0 30.0 2.0
201501FH10029 1.0 -1.0 14.0 3.0 30.0 2.0
201501FH10031 1.0 -1.0 -1.0 3.0 30.0 2.0
201501FH10033 3.0 -1.0 -1.0 3.0 30.0 2.0
201501FH10034 1.0 43.0 3.0 3.0 30.0 1.0
201501FH10034 1.0 -1.0 -1.0 3.0 30.0 1.0
201501FH10035 1.0 -1.0 -1.0 3.0 30.0 1.0
201501FH10035 1.0 50.0 13.0 3.0 30.0 1.0
201501FH10036 2.0 20.0 7.0 3.0 30.0 1.0
201501FH10036 1.0 32.0 -1.0 3.0 30.0 1.0
201501FH10037 1.0 23.0 1.0 3.0 30.0 1.0
201501FH10037 1.0 30.0 14.0 3.0 30.0 1.0
201501FH10038 1.0 32.0 -1.0 3.0 30.0 1.0
201501FH10038 1.0 54.0 -1.0 3.0 30.0 1.0
201501FH10040 2.0 53.0 3.0 3.0 30.0 1.0
201501FH10040 1.0 32.0 -1.0 3.0 30.0 1.0
201501FH10040 1.0 32.0 -1.0 3.0 30.0 1.0
201501FH10040 2.0 49.0 9.0 3.0 30.0 1.0
201501FH10040 1.0 48.0 3.0 3.0 30.0 1.0
201501FH10041 2.0 37.0 2.0 3.0 30.0 2.0
201501FH10041 1.0 -1.0 -1.0 3.0 30.0 2.0
201501FH10043 1.0 -1.0 -1.0 3.0 30.0 2.0
201501FH10044 1.0 67.0 8.0 3.0 40.0 2.0
201501FH10044 1.0 67.0 8.0 3.0 40.0 2.0
201501FH10044 1.0 -1.0 12.0 3.0 40.0 2.0
201501FH10045 1.0 40.0 6.0 3.0 30.0 1.0
201501FH10047 1.0 51.0 8.0 3.0 30.0 1.0
201501FH10047 1.0 51.0 8.0 3.0 30.0 1.0
201501FH10047 1.0 51.0 8.0 3.0 30.0 1.0
201501FH10047 1.0 51.0 8.0 3.0 30.0 1.0
201501FH10047 1.0 30.0 3.0 3.0 30.0 1.0
201501FH10048 1.0 31.0 1.0 3.0 30.0 2.0
201501FH10048 3.0 -1.0 -1.0 3.0 30.0 2.0
201501FH10048 3.0 -1.0 -1.0 3.0 30.0 2.0
201501FH10049 1.0 26.0 -1.0 3.0 30.0 2.0
201501FH10049 1.0 -1.0 2.0 3.0 30.0 2.0
201501FH10050 1.0 60.0 9.0 3.0 40.0 1.0
201501FH10050 1.0 25.0 6.0 3.0 40.0 1.0
201501FH10051 1.0 65.0 11.0 3.0 30.0 1.0
201501FH10053 1.0 43.0 3.0 3.0 30.0 1.0
201501FH10053 2.0 22.0 11.0 3.0 30.0 1.0
201501FH10055 1.0 43.0 -1.0 3.0 30.0 1.0
201501FH10055 2.0 32.0 11.0 3.0 30.0 1.0
201501FH10055 2.0 50.0 9.0 3.0 30.0 1.0
201501FH10056 1.0 44.0 12.0 3.0 30.0 1.0
201501FH10056 2.0 38.0 1.0 3.0 30.0 1.0
